date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:14:52	12390/12390	---MCZ	200	added ('OK')	application/javascript	etag:W/%22614c67a2-3066%22	http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/src/js/pages/echart-bar.js	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/template/vertical/src/js/pages/echart-bar.js	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/charts_echarts_bar.html)
10:14:52	273363/273363	---MCZ	200	added ('OK')	application/javascript	etag:W/%22614c67a6-42bd3%22	http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/src/js/pages/echart-line-charts.js	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/template/vertical/src/js/pages/echart-line-charts.js	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/charts_echarts_basic.html)
10:14:53	3752/3752	---MCZ	200	added ('OK')	application/javascript	etag:W/%2254af8482-ea8%22	http://edulearn-lms-admin-template.multipurposethemes.com/assets/vendor_components/tiny-editable/mindmup-editabletable.js	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/assets/vendor_components/tiny-editable/mindmup-editabletable.js	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/tables_editable.html)
10:14:53	1276/1276	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258bbba18-4fc%22	http://edulearn-lms-admin-template.multipurposethemes.com/assets/vendor_components/tiny-editable/numeric-input-example.js	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/assets/vendor_components/tiny-editable/numeric-input-example.js	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/tables_editable.html)
10:14:54	266/266	---MCZ	200	added ('OK')	application/javascript	etag:W/%22614c67a5-10a%22	http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/src/js/pages/editable-tables.js	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/template/vertical/src/js/pages/editable-tables.js	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/tables_editable.html)
10:14:54	186820/186820	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a87270e-2d9c4%22	http://edulearn-lms-admin-template.multipurposethemes.com/assets/vendor_components/c3/c3.min.js	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/assets/vendor_components/c3/c3.min.js	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/charts_c3_axis.html)
10:14:54	446/446	---MCZ	200	added ('OK')	application/javascript	etag:W/%22614c679d-1be%22	http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/src/js/pages/app-contact.js	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/template/vertical/src/js/pages/app-contact.js	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/contact_app.html)
10:14:56	291/291	---MCZ	200	added ('OK')	application/javascript	etag:W/%22614c67a8-123%22	http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/src/js/pages/extra_taskboard.js	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/template/vertical/src/js/pages/extra_taskboard.js	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/extra_taskboard.html)
10:14:57	86057/86057	---MCZ	200	added ('OK')	application/javascript	etag:W/%226133cd0a-15029%22	http://edulearn-lms-admin-template.multipurposethemes.com/assets/vendor_components/dragula-master/dist/dragula.js	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/assets/vendor_components/dragula-master/dist/dragula.js	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/extra_taskboard.html)
10:15:22	705996/705996	---MCZ	200	added ('OK')	application/javascript	etag:W/%225af221e0-ac5cc%22	http://edulearn-lms-admin-template.multipurposethemes.com/assets/vendor_components/echarts/dist/echarts-en.min.js	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/assets/vendor_components/echarts/dist/echarts-en.min.js	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/charts_echarts_basic.html)
10:15:27	192736/192736	---M--	200	added ('OK')	image/jpeg	etag:%225b2d8478-2f0e0%22	http://edulearn-lms-admin-template.multipurposethemes.com/images/gallery/thumb-sm/2.jpg	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/images/gallery/thumb-sm/2.jpg	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/widgets_blog.html)
10:15:29	197640/197640	---M--	200	added ('OK')	image/jpeg	etag:%225b2d847e-30408%22	http://edulearn-lms-admin-template.multipurposethemes.com/images/gallery/thumb-sm/3.jpg	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/images/gallery/thumb-sm/3.jpg	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/widgets_blog.html)
10:15:29	209070/209070	---M--	200	added ('OK')	image/jpeg	etag:%225b2d847a-330ae%22	http://edulearn-lms-admin-template.multipurposethemes.com/images/gallery/thumb-sm/1.jpg	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/images/gallery/thumb-sm/1.jpg	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/widgets_blog.html)
10:15:59	180043/180043	---M--	200	added ('OK')	image/jpeg	etag:%225b2d84dc-2bf4b%22	http://edulearn-lms-admin-template.multipurposethemes.com/images/gallery/thumb-sm/9.jpg	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/images/gallery/thumb-sm/9.jpg	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/widgets_blog.html)
10:16:02	217183/217183	---M--	200	added ('OK')	image/jpeg	etag:%225b2d84f4-3505f%22	http://edulearn-lms-admin-template.multipurposethemes.com/images/gallery/thumb-sm/5.jpg	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/images/gallery/thumb-sm/5.jpg	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/widgets_blog.html)
10:16:03	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Jan%202023%2003:16:01%20GMT	http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/video/video.mp4	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/video/video.220.delayed	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/widgets_blog.html)
10:16:03	215043/215043	---M--	200	added ('OK')	image/jpeg	etag:%225b2d84e8-34803%22	http://edulearn-lms-admin-template.multipurposethemes.com/images/gallery/thumb-sm/7.jpg	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/images/gallery/thumb-sm/7.jpg	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/widgets_blog.html)
10:16:04	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Jan%202023%2003:16:02%20GMT	http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/video/video.webm	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/video/video.webm	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/widgets_blog.html)
10:16:04	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Jan%202023%2003:16:02%20GMT	http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/video/video.ogv	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/video/video.ogv	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/widgets_blog.html)
10:16:05	1514/1514	---MCZ	200	added ('OK')	application/javascript	etag:W/%22614c67ad-5ea%22	http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/src/js/pages/widget-blog.js	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/template/vertical/src/js/pages/widget-blog.js	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/widgets_blog.html)
10:16:05	276784/276784	---M--	200	added ('OK')	image/jpeg	etag:%225b2d84fc-43930%22	http://edulearn-lms-admin-template.multipurposethemes.com/images/gallery/thumb-sm/4.jpg	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/images/gallery/thumb-sm/4.jpg	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/widgets_blog.html)
10:16:07	24234/24234	---MCZ	200	added ('OK')	application/javascript	etag:W/%22614c679f-5eaa%22	http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/src/js/pages/chart-widgets.js	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/template/vertical/src/js/pages/chart-widgets.js	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/widgets_chart.html)
10:16:07	172/172	---MCZ	200	added ('OK')	application/javascript	etag:W/%22614c67a7-ac%22	http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/src/js/pages/list.js	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/template/vertical/src/js/pages/list.js	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/widgets_list.html)
10:16:29	130984/130984	---M--	200	added ('OK')	image/jpeg	etag:%225eea9948-1ffa8%22	http://edulearn-lms-admin-template.multipurposethemes.com/images/gallery/creative/img-8.jpg	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/images/gallery/creative/img-8.jpg	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/widgets_social.html)
10:16:29	229936/229936	---M--	200	added ('OK')	image/jpeg	etag:%225b2d84d6-38230%22	http://edulearn-lms-admin-template.multipurposethemes.com/images/gallery/thumb-sm/10.jpg	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/images/gallery/thumb-sm/10.jpg	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/widgets_blog.html)
10:16:33	168041/168041	---M--	200	added ('OK')	image/jpeg	etag:%225eea99a2-29069%22	http://edulearn-lms-admin-template.multipurposethemes.com/images/gallery/creative/img-12.jpg	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/images/gallery/creative/img-12.jpg	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/widgets_social.html)
10:16:35	319/319	---MCZ	200	added ('OK')	application/javascript	etag:W/%22614c67ab-13f%22	http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/src/js/pages/statistic.js	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/template/vertical/src/js/pages/statistic.js	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/widgets_statistic.html)
10:16:46	108769/108769	---M--	200	added ('OK')	image/jpeg	etag:%225eea995a-1a8e1%22	http://edulearn-lms-admin-template.multipurposethemes.com/images/gallery/creative/img-9.jpg	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/images/gallery/creative/img-9.jpg	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/widgets_social.html)
10:17:31	271520/271520	---M--	200	added ('OK')	image/jpeg	etag:%225b2d836c-424a0%22	http://edulearn-lms-admin-template.multipurposethemes.com/images/gallery/thumb/19.jpg	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/images/gallery/thumb/19.jpg	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/widgets_weather.html)
10:17:33	26281/26281	---MCZ	200	added ('OK')	application/javascript	etag:W/%2259c020ea-66a9%22	http://edulearn-lms-admin-template.multipurposethemes.com/assets/vendor_plugins/weather-icons/WeatherIcon.js	C:/Users/lenovo/Documents/template/edulearn-lms-admin-template.multipurposethemes.com/assets/vendor_plugins/weather-icons/WeatherIcon.js	(from http://edulearn-lms-admin-template.multipurposethemes.com/template/vertical/main/widgets_weather.html)
